sentence,label
,1
"Through tactics like guerrilla marketing, Nintendo managed to go from having developing 5 arcade games to blowing up in 1985, and even further in 1987 thanks to Super Mario Bros",1
appearing to be weak,-1
- Atom one report of a suspicious female,-1
"- All right, I see you have a knife, okay",1
I see you have some blood on your wrists,-1
"Listen, we're here to help you",-3
"- [Sue] A guardian describes the multi-dimensional police officer, still having all the warrior skills but also giving officers a lot more tools to build the rapport, to build the trust, to build the support",-3
"We really focused on making our physical training, our firearms training, more challenging, and giving the recruits a lot more experience so they would exude that natural confidence",1
"- Cops have a tendency to look at everything through the eyes of security, not through the eyes of freedom",0
We sometimes lose that balance,0
- With liberty and justice for all,0
So I was luck enough to get two jobs on my placement year.,1
"The first was in the South of France, in a place called Po, near to Biarritz, which was great to have the beach and then the mountains so...best of both worlds.",2
"And there I was working for Total, which is a massive oil company as an English Language Assistant, so I was doing a lot of Business English and a lot of one-on-one conversations.",2
"But I also got the chance to do a lot of  administration work, a lot of daily office jobs and there I was using French on a daily basis, not only having to talk to my colleagues but also to my flatmates, who were French and to other staff at Total, so it was really, really good experience for that.",2
"Hi, this is Jessica Smith and I'm here to talk to you about the benefits of living cheaply.",-1
"We are living in an inflationary time right now, money is tight.",1
"hello everybody here we are at the victory world convention with Master Nery who is gonna talk to us about why is it so important for us Europeans to be over here with you Hello everyone over in Europe, Master Nery here at the Victory World convention and for us is very simple why you should be around people that are having a cutting-edge system and our goal and the goal for European instructors to bring europe to a much better level or better than the U.S We believe that, and one if the secrets, one of the traits of that and people say it all the time that if you hang ou with nine successful people chances are that you be the tenth one, so you are what's here in your mind and we are bringing you to the next level.",3
"[Transit timing variations in Kepler data] [100 Year Starship Symposium - Sept 2013, Houston] [Jill Tarter] [SETI Institute, Bernard M.",-2
Oliver Chair for Research] Unfortunately the Kepler spacecraft can no longer manage precision pointing because of the loss of reaction wheels.,-2
"Nevertheless, we are still going to gain an enormous amount of additional information about exoplanets from the Kepler data that have been downloaded from the spacecraft but have not yet been processed through the pipeline that actually identifies exoplanets.",2
"There's about another 4 quarters, another year of data to go through the pipeline, and I'm sure there are many, many more planets to be discovered in that pipeline.",0
Australia's mining industry has become one of the largest sectors of the nation's economy.,1
"This is Patrick Munro, financial adviser, talking about how does home equity loan rates work.",1
Basically home equity loans are secondary loans made to the principle mortgage.,0
"Hello, I'm financial planner Patrick Munro talking to you today about structured settlement annuities.",0
"Hi, this is Dave Ward of the Ward Law Firm.",2
We protect business owners facing divorce.,1
And we are going to be discussing three tips for business owners to help protect their business through the divorce process.,1
Number one is going to be keeping good business records.,1
"If you're familiar with any of our other materials, you'll know one of the things that we talk about is the importance of record keeping and the role they play in being able to present your case.",1
It's a relaunching of the Big East.,0
"And as I said earlier, I feel like it's almost like we're back to our roots.",2
We're a basketball centered conference that's going to play all sports.,2
We've got a great deal with Fox Sports going forward that's really a game changer for us.,-2
"We've got the Garden, we've got some great new teams.",1
So that the doors start-ups with Blockchain are working with the financial institutions here in the US directly,0
"However, in Japan, we didn’t have a lot of ATS, DOCS POS yet",1
"We didn’t have such experts who know both about financial institutions and technology, but we have an expert who knows about technology a lot",0
"So, what NRI does is we’re going to be the intermediate between the start-ups, who know about technology, and also financial institutions",2
So that they know three of us can work together and to build a good proof of concept project,0
So one of the examples we are going right now is we have studied with the POC with Nomura Securities in October 2015 and that’s for a capital market,1
"Hi, I am going to review 3 180 Cosmetics products",2
The first one is this Hyaluronic Acid serum,1
"The second one is the C Booster serum, Vitamin C Booster serum",2
The third one is the moisturizing day cream,0
"First of all, let me say, I have a fairly dry skin and that means that because of that in the T-area of my face I notice how my pores just seem bigger than the pores in the other parts of my face",1
And I've tried several moisturizers which were OK,2
And than I've encountered this serum,1
"So in about 5 days of using it, I've used it twice daily, it managed to even out my skin tone and make the pores seem less visible",1
"And it absorbs beautifully, very fast",1
You put it on and your skin just drinks it up,2
"It is not heavy, it's not oily or sticky or icky in any way, it's very light but at the same time works very well in tightening your skin up, so I love it! The second serum is the C Booster - ummm, which again by the way got absorbed very quickly and is not oily at all, makes my skin feel very hydrated and less thin so to speak",1
It kind of renews it and fills it with moisture,1
And the skin just feels smooth and hydrated and silky,1
"And the day moisturizing cream works great for me because, well I have dry skin and I need a fair amount of moisture",2
I put it on after the serum in the morning,0
It has both Vitamin C and Hyaluronic Acid in it by the way,-1
So it kind of finishes of the facial treatment and it boosts the moisture up,0
"And it lasts throughout the day, which is important for me because I don't have to worry about moisturizing my skin until the evening treatment",0
I really enjoy these products,1
"I recommend them, especially if you would like to firm your skin up or if you have a more dry type of skin, like I have",2
"So, this serum is just like a moisture injection for your skin, leaves your skin firm, hydrated and relaxed and comfortable and together with the day cream also radiant and it finishes of the treatment very nicely, like I've said",1
OF THE BILL THAT WENT ON GOVERNOR HUTCHINSON THERE DESK THIS MORNING.,-1
THE MUSLIM COMMUNITY IS ALSO REACTING TO THE RELIGIOUS FREEDOM BILL.,0
THE VICE PRESIDENT OF THE BENTONVILLE ISLAM ETC.,0
"SAYS THAT THE BILL HAS GOOD INTENTIONS -- ISLAMIC CENTER SAYS THE BILL HAS GOOD INTENTIONS, BUT COULD BE USED THE WRONG WAY.",-2
Now we want to talk about vocal expressions that give shades of meaning.,0
"PETER: Hi, I'm Peter Norvig, Director of Research at Google",2
I would like to share some exciting things that we're doing at Google regarding online education,3
"We've created MOOCs on various topics ranging from Google mapping tools, to making sense of data, to using Google Analytics",2
We've also opened the content to our Web Accessibility MOOC under a Creative Commons license so anyone can use it,0
"Each of these MOOCs has helped us gain valuable insights into online learning, which we share with you on this website",1
"Our explorations in this space are ongoing, and we hope these insights will help you create and understand your own courses a little better",2
"All of our MOOCs were created using Course Builder, our open source online education platform",1
"I'd like to introduce my colleague Aparna, from the Course Builder team, who helped implement many of our MOOCs, to tell you more about Course Builder",2
"APARNA: With Course Builder, you can create your online classes using a rich feature set that doesn't require programming",0
"And since Course Builder is built on top of Google App Engine, there's no limit to the number of students you can have",1
Course Builder with Google App Engine will do the scaling for you,1
You also get to keep both your relationship with your students as well as your brand,1
"To learn more about how you can start creating your own course with Course Builder, check out the documentation on this site",0
One of the most exciting things for us is to see people from around the world use Course Builder to create and deliver their own courses,1
The types of courses are as diverse as the geographies and organizations from which they come,1
"Whether it's teaching a traditional university-level course online, entrepreneurship to youths in the sciences, how to increase the efficacy of charitable giving, or teacher development within an organization, Course Builder allows you to create the courses you want",2
You can find more examples in the list of courses on this site,1
PETER: Our vision is broad access to education,2
That's why we also collaborate with edX on the Open edX platform,2
"As we continue to contribute both technology and insights into this space, we hope you visit us often for updates",2
Let us know about the courses you create with Course Builder,2
in making our new direction possible for we are all here because of the support of management,2
"And to our USDA employees and customers with disabilities, you are the reason why we serve",2
Our customers are the reason why we're here and our customers are the focus for everything that we do,2
"The next step is finding your actors, and you have to put out a casting call.",-1
"When I was in New York, I put an ad in Backstage East which is basically the actor's paper.",1
And putting an ad in there is fairly inexpensive.,-1
I'm looking forward to my career after my PhD.,2
I'm still a bit unsure of what I'll do as I'm only in my first year at the moment.,1
"The first thing to think about here is that they are three interactivity types ... You have student to student interactivity, student to content interactivity and student to instructor interactivity.",2
Most of the time in an online course the student to content interactivity is assumed.,0
But student to student relationships and student to instructor relationships aren't always assumed.,-1
Establish these within the first week of class.,2
You don't job interview very often,1
You're not a trained interrogator likely,1
"So, I'm going to give you my five home runs",0
"I'm going to tell you what to ask, I'm going to tell you why it's a great question, and how to use the information",1
,1
The attendees get a fantastic ebook called How to Interview the Employer: 75 Great Questions to Ask Before You Take Any Job,1
"So, if you like that, I've got the link in the description",2
You can check that out,2
You can get that toward the end,0
,1
(interviewer: please tell us who you are) Sandra Wren and I'm a visual arts teacher in (interviewer: What do you think about introducing textile arts programs in schools?) I think we'd definitely need it because not every child is college bound not every child can sit in a classroom and learn that way.,1
"The majority of our kids now-a-days are hands-on They want to work with their hands They want to see a tangible result right then and there and with textiles they can see it from beginning to all the way through the making, the molding and then the finished - the final product And they have a tangible result to be proud of and say heh I did that!",1
After being kidnapped for and imprisoned for fifteen years a man is released and is set out to find his captor,1
"However, it was far simple",0
"This classic Korean film is both intense and very strange, and will always be a must watch",1
"The Good, The Bad, The Weird&nbsp",1
You dont have to look any further than the title because it says it all,0
"This film is about two outlaws and a bounty hunter and their journey in finding a treasure, and the hilarious moments that occur throughout",1
,2
MARY ANN BELLIVEAU: We get asked a lot who we think the typical health consumer is online at Google.,0
And I think what we're realizing today is that there is no typical health consumer online.,0
That everyone is online and that health is an area that people have great concern about.,1
"And so, where we can see how people take action around online interests such as shopping, or travel by booking hotels and flights and purchasing items.",1
"With health, it's really different in terms of how they engage.",1
"TODD WATSON: I think there's a number of key trends that we're seeing in marketing, and I think they have significant implications in terms of how both marketers and consumers react to those.",-1
"I think, first of all, this notion of the consumer being more in control means that the marketer, by definition, is going to have less control.",1
"I think the implications for that one are particularly profound, because we're a whole industry that's been typically focused on our ability, as the marketer or the advertiser, to control the message from design development through to production and distribution.",1
I think that's starting to change very dramatically.,0
And I think it has changed.,0
"So I think that the consumer, on the other hand, because they're more in control, they have the opportunity to shape their destiny.",1
To shape the messages they receive.,1
"Hello, my name is Emily Gasner, and I'm with Working Solutions, and I'll be talking about how to be creative when you're looking for financing for your business.",0
"So one of the things that entrepreneurs are, is they are very creative in terms of their products, service, but also in terms of getting the money that they need to start their business and grow their business.",0
So how can you do that?,0
"One of the things that you can do is find out if there's anyone that you know in your community, maybe it's a friend, family member, someone you used to work with, someone that's real excited about your business idea, that might want to either give you some money, take some ownership in your business and invest the money into the business, become a business partner with you--I see a lot of times people find business partners to fund their businesses.",1
"Hi, my name is Pat Goodman with Pat Goodman Associates.",1
What are the types of outplacement services?,2
"When I think about outplacement services I think of three major organizations that are world wide, that work with people in career transition services.",0
"release 33,000 emails that have been deleted",-2
THE CANDIDATES ALSO SPARRED OVER THEIR AND RACE RELATIONS,0
WHICH CANDIDATE CAME OUT ON TOP,0
"BRIGETTE NAMATA SPOKE WITH BOTH SIDES IN HAWAII TO GET THEIR TAKE, BRIGETTE",0
HAWAII DEMOCRATS AND REPUBLICANS representing the Republican party,-1
"Hello, I'm Cheri Ashwood.",0
"I'm Michael Yellop, the Development Director of Anglian Home Improvement Billy has just done and Inspirational and motivational talk for us which has motivated a hundred and fifty people I've never seen our people so motivated and inspired and willing to work.",1
"This question comes from Paul on Mint's Facebook page, and Paul's question is this: Would you pay down debt before you invest?",1
Do   the interest rates on your debt affect you decision?,1
"Hey, this is Ken from AES.",2
Today we're going to talk about student engagement.,1
"We talk to teachers all over the country, and one thing we hear over and over again is that it's harder to engage the students today.",-1
"It's harder to get them interested, keep them engaged, and have them sort of take that extra step that's often required to master the learning materials.",0
I personally feel that the key to student engagement is in varied instruction.,1
"For example, we sell a digital curriculum, but I would never put the students on the computer day after day, hour after hour and have them work through the lessons.",0
"What I'd recommend is mixing it up, so you want to use some lecture, you want to use some PowerPoints, you want to give the students some worksheets to fill out.",0
"BETTY ANN BOWSER: Spanish soap operas, or telenovelas, are one of the most popular forms of entertainment in the world, with an estimated audience in the tens of millions",0
"But the Latino audience in the United States has very high rates of obesity, diabetes, HIV, and asthma",-1
More than 30 percent of American Hispanics also have no health insurance,-1
"When executive producer Jesus Fuentes came to the United States from Mexico City, he was struck by how little Hispanic people knew about health care",0
"So he came up with the idea for ""Crossroads",0
""" JESUS FUENTES, ""Encrucijada"": Soap operas are very powerful to deliver a message",0
"The challenge was to add medical information to that, to create the message that has -- that people can believe in that, and not trying to oversell it",1
Orlando certified public accountants work on many types of financial problems.,0
Taxes come in many forms.,-1
"Direct taxes are those which are assessed against income and property, both real and personal, and are paid straight to the government.",-1
Indirect taxes are those which are assessed when a product or service is purchased or used.,-1
"These taxes are collected through an intermediary, such as a retail business.",-1
"Any governmental assessment, according to tax law, upon transactions, duties on imports from foreign countries, property value, estates of the deceases and licenses granting an income or right is considered to be a tax.",1
Congress was given the right to tax citizens in 1913 by the Sixteenth Amendment of the United States Constitution.,0
States may also impose taxes.,0
The taxes to be paid in any state are governed by the state itself.,0
Florida doesn't have state income taxes.,0
"The goal of any tax is to generate revenue for a government, be it federal, state, local or in Orlando.",0
This election is about the essence of America.,3
"My name is Pat Iyer, I am the President of the Pat Iyer Group.",-1
I've been a Legal Nurse Consultant since 1989 I mentor nurses who want to become legal nurse consultants.,0
Here are some common issues that I fix when I proofread the reports other legal nurse consultants.,0
You can save yourself a lot of time and present a polished work product by using these tips when you're preparing reports.,-1
Here are eight tips.,0
"One, you may spell out dates in words or in numbers.",1
"For example, the day could be written as or 3/4/10. Both are correct but be consistent.",1
Pick one system in a report and stick with it.,1
"Two, use complete sentences.",0
"Hi, I'm Seth - The Guitar Guy.",1
Over the years I've been asked a lot of questions regarding learning to play the guitar.,1
You have a dispute with a business entity and you find out that you are going to be in binding arbitration.,-1
"Hi, I'm Robert Todd and I'm here to explain what is binding arbitration.",-1
"Hi, I’m Danielle from Put a Finish on It, and I’m a freelance copyeditor",2
"What is a copyeditor? Basically put, a copyeditor is someone who works toward making a piece of writing error free",1
"A lot of times when someone has finished writing something, they’ll say, will you proofread this? Or, will you edit this? Editing and proofreading are actually different from each other and from copyediting, even though we all understand that the author wants you to go through her work and correct errors and typos",1
"And just to make things really clear, there is some overlap between proofreading, editing, and copyediting",3
An editor is concerned with the manuscript as whole,1
"If it’s a work of fiction, then its plot structure, its character development, its world-building, its general believability, all that kind of stuff",2
"Reorganizing or restructuring a manuscript is called developmental editing, and if a manuscript needs a lot of rewriting or revision, it needs substantive or content editing",2
Proofreaders are tasked with making sure that errors are not introduced to a text as it moves from its original copy through its iterations to its final published version,1
"While proofreaders are expected to catch typos, they also scrutinize formatting, including line and word breaks, and the type specifications, such as font for headings versus subheadings",1
It’s about the actual print on the page,1
So we’ve gone from focusing on the story with developmental editing to focusing on the actual print with proofreading,2
,3
"According to The Copyeditor’s Handbook author Amy Einsohn, the goal of the copyeditor is to ensure clarity, coherency, consistency, and correctness, all in service of communication",2
"This means that copyeditors perform mechanical editing, making sure that a manuscript conforms to a specific editorial style, or, if you work for a publishing house, a house style",1
Much of the publishing world uses The Chicago Manual of Style as their editorial style guide,2
"Editorial style includes rules for spelling, hyphenation—is a word open, closed, or hyphentated-- capitalization, punctuation, like whether or not to use the serial, or Oxford, comma—and why would you not—treatment of numbers and numerals, and treatment of quotations to name the major ones",2
"Copyeditors make sure all these elements are consistent throughout a manuscript so we don’t have numbers spelled out over here and in numerical form over there, or the same term capitalized on one page and lowercased on another",2
"In addition to mechanical editing, copyeditors also perform language editing, correcting grammar, syntax, and diction",2
"I’ll make sure the correct word is used, and that the sentence means what you want it to mean",1
"And if there’s any question about the author’s intended meaning, I’ll ask",3
Here are a couple things I learned while earning my certification in copyediting,2
,2
"Got that, Siri? And 'irregardless?' Not a word at all",3
The en dash exists—it has very specific uses and it is not the same as a hyphen or dash,2
"And according to the Chicago Manual of Style, ""With the exception of proper nouns and compounds formed by an adverb ending in ly plus and adjective, it is never incorrect to hyphenate adjectival compounds before a noun",1
""" And we usually do not hyphenate after the noun",2
"So we have 'a snow-white dress,' but, 'the dress is snow white,' or, 'a very well-read child,' but, 'the child is well read",1
"' I recently read that editing “requires an aptitude, both inherent and acquired, for reading",2
” I love the idea that reading ability is both inherent and acquired,2
"I do have an inherent aptitude for reading, and an acquired one as well",2
"I majored in English and history in college, and both those majors taught me to read critically, with purpose and focus, and a questioning mind",2
And that’s what I still do as a copyeditor,1
Experienced writers will tell you—don’t edit your own manuscript! You’re too close to it to see it critically,3
You’re so familiar with the writing that your eye won’t see a mistake and instead will read it as you expect it to be,2
Of course the language and descriptions are clear to the author—they come from the author’s own mind,0
The copyeditor will let the author know if there’s potential for something to be misread in addition to ensuring a consistent editorial style,2
"As a copyeditor, I commit myself to a manuscript and enjoy the fine-tuning",2
"O.K., a monologue is memorized, which is different than maybe you've been assigned prose or poetry or extemporaneous speaking or manuscript speaking before.",-1
"This is memorized which means you have no notes, you have no cue cards, you have no nothing.",1
All of it has to memorized.,1
"And it is imperative that it is memorized, you could do it in your sleep.",0
"You know, you don't even have to think about it.",1
"Because what happens when you go into performance or you go in and do this monologue in front of other people, that element of the person will totally throw you.",-1
"And if the monologue is not memorized solidly, you'll lose your place, you'll be floundering for words.",1
"It is written that we should NOT be unequally yoked with unbelievers, NOR does light have ANY fellowship with darkness.",-1
"IF we are to be children of God, we have to be separate from ungodly people.",-1
"We cannot do as they do or share in their pleasures, we cannot be part with them whatsoever.",1
This is a VERY difficult message because even in your own family may be ungodly.,1
And even in your own family or your own friends or peers may be influencing you to be part of the world.,-1
To come out and to be separate from these people may cost you all your relationship and your reputations.,-1
I don�t know what you would have to do come out and be separate so that you could truly follow God as your Father.,0
"BUT what I DO know is IF YOU ASK FOR THE HOLY SPRIT, IF YOU PRAY AND SEEK OF THE LORD JESUS, HE WILL GUIDE YOU BY HIS HOLY SPIRIT AND HE WILL TEACH YOU WHAT YOU MUST DO.",-1
"He is a teacher that is NOT like an earthly teacher, He doesn�t give earthly wisdom as men and women give wisdom.",-2
"But He teaches in a way that leads us and guides us, He speaks directly to our spirit.",-2
And if you want to be separate and truly a child of God you will accept the Holy Spirit.,-1
You will pray and you will ask Jesus to give you the gift of the Holy Spirit.,2
And He will teach you and He will show you all things and show you even things that are to come.,-1
"We're talking about evaluating a speech, and the next thing that we have to look at are the elements of presentation.",-1
The first thing that you want to look at is in regards to the language.,1
"you are welcoming different points of view, different understandings, differing language",1
"So if I was to pick one of those, let's say",0
okay let's pick a whopper just for fun,1
The whole conception of what research actually is,0
That is a wonderfully contentious issue within the Scholarship of Teaching and Learning,2
"So I've written a chapter for book edited by Kathleen Mckinney, and the chapter, I think the chapter is called ""Square One: What Is Research",0
""" That fundamental question, a question that you're not going to see asked in physics now",0
But I work in medical education where a number of my colleagues believe the gold standard is a randomized control trial,1
That to them is research,1
"Hello It's Lorraine Tilbury again, I'd like to develop a bit more the theme that I'd like to present at the TEDx Tours event.",1
"in other words, non-predatory leadership as it's practiced by horses and how that concept can be interesting to apply to the human environment.",0
"It's bit like ""horses whispering to people"" to evoke the film with the title ""the horse whisperer"", in this case it's the other way around... it's inspired by the observation of many great leaders such as Winston Churchill, Buddha, Alexander the Great, George Washington, the 1st American president.... all these great leaders were also excellent horse riders, and often rode horses that only they were able to ride.",0
"The agency used to be even more siloed than we were, right?",1
So there was your traditional TV agency and then there was the radio and the newspaper and the media was siloed like that as well.,-1
"Hi, I’m Trista Harris from the Headwaters Foundation for Justice.",1
I really encourage you to come to the Finance and Sustainability Conference this year.,2
"There’s a lot of different ways that you can learn how not to just make it through these tough financial times, but really how we can thrive and learn from our peers together.",2
"If you want to form a non-profit corporation, the incorporation process is often similar to a for-profit corporation, but there are some important differences to be aware of.",1
"First, create a clear plan before incorporation.",0
"Understand what your non-profit organization will be, what societal need you’re addressing.",0
"The clearer, more developed your purpose, the easier the incorporation process will be.",0
You also need to figure out a fundraising plan.,1
"Think about who the typical donor will be for the organization, and what your plan is to solicit donations and develop a reliable source of donations.",2
"When it comes time to incorporate, most non-profit organizations incorporate in the state they operate in.",1
"First, you’ll need to choose a business name and check for availability.",0
"You must also file your Articles of Incorporation with the appropriate state office, usually the Secretary of State.",0
"A non-profit corporation, like any other corporation, should also create bylaws detailing the operation of the corporation.",0
"Specify how the business will be run, who makes the decisions, how decision-makers are selected, and other important issues.",0
For the Foundation we think about it in a number of different ways,1
"We think about how do we derisk, how do we work with private sector partners to derisk their interest and their capital allocation toward these markets",-1
And we can use our investment tools to do that,1
"We can use, you know, whether it’s a guaranteed, a derisk, a market or whether it’s providing equity investments, you know, to go into a new opportunity",-1
We can think about using our capital to derisk,1
The other thing that’s really important is getting people to talk to each other,2
"So, you know, the donor markets, the government markets are a big opportunity for companies",1
You know we’ve got companies like all of the big pharmaceutical companies providing vaccines and providing commodities and providing different types of products into these markets,-1
"The last thing you want to do is take all of this information that you have learned about your audience, all of their environmental factors, you have hopefully learned about their attitudes, their beliefs, their values, and you want to turn that into something that's empathetic.",0
"Now what I'm talking about is, as you pick your topic, as you write your speech, as you present your speech, I want you to put yourself in the position of the audience.",1
You know people will think you have gone MAD if you say you hear from JESUS.,-1
The Christians will say you're hearing a voice in your head and it's a demon.,-2
"They say you have a ""more sure"" knowledge of God in the Bible, but if you hear from God in a vision or a dream or if HE speaks to you while you are praying, that's probably a demon.",1
They have NEVER heard from Jesus and they will discourage you from hearing from Jesus and they will despise prophecies.,-1
"They test the Spirit of GOD against their own knowledge, but they accept the voice of demons as the voice of truth.",-1
They discourage anyone from truly hearing from Jesus.,-1
"It is VERY rare that you will hear someone actually encourage you to hear the voice of the Living God, to hear the Holy Spirit and to OBEY HIM!",-1
"Most people that hear from God many NEVER EVER have anyone encourage them, because everyone around them is on the devils team, and discouraging anyone to actually hear from Jesus.",-2
You know other Christians may encourage you to go to church.,0
And they certainly do encourage everyone to read the Bible.,-1
But they do NOT encourage people to receive the Holy Spirit and to actually hear from Jesus.,0
That's the science of immunizations,1
"Still, not everyone is convinced",-1
Saying that vaccines and one size fits all and its for your own protection,-1
,-1
And I feel that people have the right to choose,-1
They need to educate before they vaccinate,-1
Susan Love is the co-director of the Pennsylvania Medical Freedom Alliance,-1
"She believes there is a direct link from her daughter Sarah's autism, to the measles, mumps, and rubella, or MMR, vaccine, Sarah received at 15 months",-1
She was meeting all of her milestones up until that point,1
She was starting to speak,-1
Then after she got the vaccine she had a fever of 105,1
7 and then she stop talking,1
My name is Julie Asti.,1
"I'm a certified financial planner, with Asti Financial Management, and today, I'm going to tell you, talk about how to select a good mutual fund.",1
How to select a good mutual fund.,1
"That's really a loaded question, because there are so many dynamics that go into deciding which mutual fund is going to be right for your specific situation, but I'm going to just take a look at the top level, how do you actually select a good mutual fund?",0
You are looking at Absorb Health's D-Ribose Powder.,1
"First discovered in 1891, D-Ribose is an important component of ATP, the body's main energy-storage molecule.",1
"It has been found to be cardioprotective, decrease symptoms of fatigue, and increase total work output in exercise-trained males.",2
Hi this is Jessica Smith and this is how a household budget works.,1
Many Americans do not have a household budget let alone know how one works so they're wondering why at the end of the work they don't have money to spend or they're wondering why they are going in debt.,-1
Well if you don't know how much income you have and how to disperse it evenly obviously you're not going to have enough at the end of the month.,1
So it is very critical to set a budget.,1
On the picture make sure that you wear a stud earring that will not cover your ears Make sure you wear only a wrist watch,1
"No other accessories You got your resume, your pictures, make sure that you got your outfit your ready",1
"Research what kind of outfit they have, make sure that you resemble the color, cut and style for guys and girls",1
"For guys, make sure that you have a three-piece suit",1
Hello and welcome to Easy Food Dehydrating's Video Newsletters!,1
Welcome to step 5 which is Conditioning Dehydrated Food ... by Susan Gast The conditioning of dehydrated food is a step often missed but not on purpose but out of the fact of not knowing about it!,1
"When we have dehydrated our fruits and vegetables, it's time to let them cool down on the trays and then put them in some Ziploc™ bags - use the good bags - not sandwich bags and zip them closed!",1
Let the bags set out overnight on your kitchen counter top.,0
"If you live in an extremely warm climate like I do, please be on the safe side and put your bags in refrigerator overnight.",1
"The following day,  open your bags and feel for moisture.",-1
On my website I tell you exactly what to expect for each food and to know when it's appropriately dehydrated and when it's too damp!,2
"If it is damp, please stick it back on the dehydrator and dehydrate until it's properly dried.",2
The aim of the Ziploc™ bags is to help any remaining moisture distribute evenly among the bag's contents.,1
Mushrooms are the most difficult vegetable to tell whether they are properly dried - bear in mind mushrooms are dehydrated at two different temperatures to begin with go check out the website about mushrooms.,-1
Mushrooms need to be very dry before they are vacuum sealed and stored away.,1
"If a second go-around is deemed necessary on the dehydrator, don't forget to use the Ziploc™ bags again overnight and check them out again the day after.",1
Yes I know it's a lot of work but I want you to make sure that your food is dried properly and I don't want you to run the risk of mold growth in your stored foods just because they were too damp!,1
Just a quick note here - yes I do re-use the Ziploc™ bags because they're not cheap but I never re-use a Ziploc™ bag that has had meat in it.,1
"Hi, my name is Karen Abby, I am a Legal Nurse Consultant Certified and a Certified Nurse Life Care Planner.",2
I've known Pat Iyer for   over 10 years.,1
I've attended many of her lectures.,1
One of her most significant lectures for me was on report writing.,2
One of the things I learned many years ago from her was not putting two spaces  between sentences when I am writing on the computer.,2
"Social Anxiety Disorder is one of the group of anxiety disorders, and as the name implies, it's used to identify individuals who have difficulty interacting with other people because of excessive anxiety.",-1
They're overly concerned about being judged and they develop physical and psychological manifestations of their anxiety that are so extreme that they avoid social situations.,0
"And by social situations, I mean any situation that involves potential scrutiny by other people.",0
"Any situation where other people may judge them, but it's less of a situation of being worried about the judgement and more of a situation of developing such intense physical and psychological feelings of anxiety that are so unpleasant, that as I said, these individuals avoid these situations.",1
"In terms of treatment, the most effective kinds of treatments is a combination of treatments.",-1
The next principle we should talk about is automation.,1
"Whenever you write a piece of code to perform a task that otherwise you do by hand, that counts as automation.",-1
There are a lot of steps of both development and operations processes that can be automated.,1
"One big one is deployment, setting up a server to run an application.",0
"Once upon a time, sysadmins would spend a lot of time setting up physical servers individually.",-1
"And when you needed to install software upgrades, you'd log into each machine and run the upgrade.",-1
"Now smart operations people would automate as much of this as possible, like throw together a shell script that logs into each server and runs the upgrade.",1
"Hi, I am J and today’s topic is “EMC E20-361 exam and its preparation” first of all I will discuss about E20-361 exam related skills and technologies.",1
Afterwards I will share my personal experience how you can reduce your chances of failure in EMC E20-361 exam which is related to “EMC Network Attached Storage (NAS)” and credits towards “EMC Network Attached Storage (NAS) for Implementation Engineers” Certification.,2
Not every manufacturing businesses has state-of-the-art facilities and equipment,0
"Sometimes this causes the insurance company, through the risk-control process, to penalize your rate, weaken coverage, or force you to spend money on facility improvements",-1
"So let me explain a few things about the risk control process, and then I’ll offer a key solution",1
"When you begin the policy period, someone from the insurance company, from the risk control department, comes out and does an inspection of your property",1
They’re looking for anything in your property that could increase the chance for a claim,2
"Maybe your fire extinguishers haven’t be tested in a few years, or the fire sprinkler system is older and increases the risk for a leak and subsequent water damage, or maybe your inventory is arranged in a way that increases the chance for fire to spread",1
Insurance companies can be very punitive in response to a poor risk-control visit,3
,3
,2
"penalizing your rate, weakening coverage, or forcing you to spend money to make improvements",0
So how do you deal with this situation? The best way to handle this problem is to never have a problem,1
"And by that, I mean - Be strategic in choosing your insurer, and opt for one that is more relaxed on risk-control standards",-1
Someone in your office may have some expertise in this area,-1
"If not, I’m a free resource",-1
are really dying and it's not good,-2
"Well, since I'm so dependent on my parents, I realize it's hard for them to always, we live paycheck to paycheck so its hard to always make sure that we're ok and stable",1
That influx in tuition either forces them [Students] to live with their parents or they have to get cheaper and cheaper housing in poorer neighborhoods and get two or three jobs so when you go to school you're tired and you don't want to learn,0
So it creates an environment of overall dissatisfaction,-1
This is Jessica Smith on the benefits of investing in certificates and deposits.,2
"When you're young, you need to start investing in certificates and deposits.This allows you to build a reference with the bank.",2
With the bank this is the first asset you're able to have.,2
"Yes, role models are very important for the Middle East, because we are living in a society where young people are looking out for feed back from the actions of models.",-1
,1
"So, before coming to the U",0
,0
I wish I had known what culture shock looked like,1
"Because you know you know in theory that that’s going to happen, that you come from different contexts, but you don’t know how that’s going to play out",-1
U bum @StephenCurry30 already said he aint going,1
,-1
Going to White House was a great honor until you showed up,0
"Hi, I am Frank and today’s topic is “SAP C_TPLM30_66 exam and its preparation” first of all I will discuss about C_TPLM30_66 exam related skills and technologies.",2
"Afterwards I will share my personal experience how you can reduce your chances of failure in SAP C_TPLM30_66 exam which is related to “SAP Product Lifecycle Management” and credits towards “SAP Certified Application Associate Enterprise Asset Management, Maintenance &amp; Repair” Certification.",1
Let’s get started This exam verifies the basic knowledge in the area of the SAP Enterprise Asset Management.,-2
"It proves that the candidate has a basic overall understanding within this consultant profile of the SAP EAM solutions, and can implement this knowledge practically in projects under guidance of an experienced consultant.",1
The United States lacks the comprehensive policies needed to develop the most valued American commodity of all: good jobs.,1
